job_id_x,Compressor_Name,Compression_Time,Compression_Throughput,Decompression_Time,Decompression_Throughput,Ratio,job_id_y,MSE_v3,PSNR_v3,True_Positives(TP),False_Positives(FP),False_Negatives(FN),Precision,Recall,F1_Score
compression_0_5_0,spring_-c_-l_-q_ill_bin,5.306519419,31.339966,3.217765829,51.68373,7.726746,error_analysis_0_5_0,4.908984862483353,25.131282897595764,53837,486,92,0.991053,0.998294,0.99466
compression_0_9_0,fqzcomp_-Q_2,2.733318527,60.84404,3.445857529,48.262628,7.849348,error_analysis_0_9_0,2.2488055930836945,28.52168069906076,52854,678,1075,0.987334,0.980066,0.983686
compression_0_10_0,fqzcomp_-Q_3,2.861770103,58.113033,3.511882822,47.355265,8.176379,error_analysis_0_10_0,5.004050378015696,25.04798309375531,52215,8776,1714,0.856109,0.968217,0.908718
compression_0_11_0,fqzcomp_-Q_5,2.796558561,59.468142,3.362101312,49.46494,8.56562,error_analysis_0_11_0,14.054252630048577,20.56312226791144,6185,379,47744,0.94226,0.114687,0.204483
compression_0_0_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.02,4.768189807,34.878255,1.409168244,118.017237,4.963214,error_analysis_0_0_0,0.4669887785352929,35.34813537804488,52030,747,1899,0.985846,0.964787,0.975202
compression_0_1_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.05,4.529506799,36.71617,1.258322282,132.164982,5.546152,error_analysis_0_1_0,1.878470340239505,29.303156404148968,53816,246,113,0.995449,0.997904,0.996674
compression_0_2_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.1,4.281950522,38.838875,1.258511107,132.145153,6.310165,error_analysis_0_2_0,1.9794728745155727,29.075704278326278,42553,438,11376,0.989811,0.789055,0.878104
compression_0_3_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.15,4.334162426,38.370999,1.081168512,153.820742,7.033939,error_analysis_0_3_0,3.4149077149250284,26.707410109313063,53649,13622,280,0.797505,0.994807,0.885295
compression_0_4_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.3,4.250233726,39.128705,1.054569381,157.700523,6.702673,error_analysis_0_4_0,46.64736601070074,15.352928567451944,41975,1255,11954,0.970969,0.778338,0.864047
compression_0_6_0,spring_-c_-l_-q_qvz_2,205.11990649,0.810775,3.255763268,51.080539,6.141272,error_analysis_0_6_0,0.419493505327314,35.81394741263181,51608,3677,2321,0.93349,0.956961,0.945079
compression_0_7_0,spring_-c_-l_-q_qvz_4,218.771236831,0.760182,3.10818592,53.505854,5.93371,error_analysis_0_7_0,0.0021823949688678,58.65186630868809,53574,253,355,0.995299,0.993417,0.994356
compression_0_8_0,spring_-c_-l_-q_qvz_8,218.686389392,0.760477,3.465925076,47.98319,5.929578,error_analysis_0_8_0,0.0,inf,53929,0,0,1.0,1.0,1.0
