job_id_x,Compressor_Name,Compression_Time,Compression_Throughput,Decompression_Time,Decompression_Throughput,Ratio,job_id_y,MSE_v3,PSNR_v3,True_Positives(TP),False_Positives(FP),False_Negatives(FN),Precision,Recall,F1_Score
compression_0_5_0,spring_-c_-l_-q_ill_bin,1.06787646,22.546912,0.743202834,32.396696,7.448694,error_analysis_0_5_0,3.3511317,26.78928486644188,9961,1,20,0.999899,0.997996,0.998946
compression_0_9_0,fqzcomp_-Q_2,0.548301456,43.912553,0.613891974,39.220771,7.221815,error_analysis_0_9_0,2.8845104,27.44047873525581,9800,49,181,0.995024,0.981865,0.9884
compression_0_10_0,fqzcomp_-Q_3,0.500247916,48.130769,0.668853857,35.997874,7.701402,error_analysis_0_10_0,6.4380054,23.953686460333856,9772,129,209,0.986971,0.97906,0.982998
compression_0_11_0,fqzcomp_-Q_5,0.451073919,53.377763,0.590733333,40.758351,8.259369,error_analysis_0_11_0,18.0923971,19.46623871388469,9814,201,167,0.97993,0.983268,0.981595
compression_0_0_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.02,0.979802225,24.57365,0.344417829,69.907289,4.385551,error_analysis_0_0_0,0.1676873,39.79619810620966,9981,134,0,0.986752,1.0,0.993331
compression_0_1_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.05,1.022016154,23.558646,0.293217864,82.114086,5.464019,error_analysis_0_1_0,1.2419875,31.10002757756057,9960,129,21,0.987213,0.997896,0.992524
compression_0_2_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.1,0.955296158,25.204034,0.261895443,91.934845,5.75173,error_analysis_0_2_0,2.2495963,28.52015393616917,9830,126,151,0.987344,0.984871,0.986105
compression_0_3_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.15,0.976176973,24.664909,0.238652532,100.888588,6.273485,error_analysis_0_3_0,4.0654159,25.950150012779503,9739,124,242,0.987427,0.975753,0.981554
compression_0_4_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.3,0.868116141,27.735133,0.202771671,118.741029,7.009967,error_analysis_0_4_0,11.3597261,21.487521226447143,9650,403,331,0.959912,0.966836,0.963361
compression_0_6_0,spring_-c_-l_-q_qvz_2,40.516232796,0.594263,0.684723979,35.163537,5.104591,error_analysis_0_6_0,0.7570398,33.250012703077545,9901,78,80,0.992183,0.991984,0.992082
compression_0_7_0,spring_-c_-l_-q_qvz_4,44.006682728,0.547128,0.741950218,32.451391,4.950838,error_analysis_0_7_0,0.0053917,54.72394263069536,9978,1,3,0.999899,0.999699,0.999798
compression_0_8_0,spring_-c_-l_-q_qvz_8,44.30690471,0.543421,0.705809125,34.113071,4.950838,error_analysis_0_8_0,0.0,inf,9981,0,0,1.0,1.0,1.0
