job_id_x,Compressor_Name,Compression_Time,Compression_Throughput,Decompression_Time,Decompression_Throughput,Ratio,job_id_y,MSE_v3,PSNR_v3,True_Positives(TP),False_Positives(FP),False_Negatives(FN),Precision,Recall,F1_Score
compression_1_0_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.01,1.285706476,23.486193,0.402236735,75.071092,3.52393,error_analysis_1_0_0,0.0,inf,22599,0,0,1.0,1.0,1.0
compression_1_1_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.02,1.22460588,24.658015,0.357236311,84.527664,4.114362,error_analysis_1_1_0,0.7009733333333333,33.58418485953844,22568,9,31,0.999601,0.998628,0.999113
compression_1_2_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.05,1.151689464,26.219177,0.371909776,81.192678,4.302983,error_analysis_1_2_0,0.7505527777777777,33.28738746047657,22502,249,97,0.989055,0.995707,0.992368
compression_1_3_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.1,1.073581964,28.12673,0.315313068,95.766252,5.904423,error_analysis_1_3_0,3.434988492063492,26.68194696236104,22111,464,488,0.979446,0.978406,0.978924
compression_1_4_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.3,1.069443866,28.235564,0.292134037,103.364713,6.573073,error_analysis_1_4_0,15.127669365079363,20.24347958786865,21521,1320,1078,0.942209,0.952298,0.947225
compression_1_5_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.5,1.083791584,27.861769,0.259329604,116.440045,7.289108,error_analysis_1_5_0,21.55597047619048,18.7055240255641,21508,6818,1091,0.759302,0.951723,0.844692
compression_1_6_0,spring_-c_-l_-q_ill_bin,1.025054283,29.458294,0.774950826,38.965505,6.592977,error_analysis_1_6_0,1.3390633333333333,30.773188644439745,22569,13,30,0.999424,0.998672,0.999047
compression_1_10_0,fqzcomp_-Q_1,0.665339601,45.384869,0.747282486,40.408214,6.212881,error_analysis_1_10_0,0.871860238095238,32.63673110898568,22532,198,67,0.991289,0.997035,0.994152
compression_1_11_0,fqzcomp_-Q_2,0.632956459,47.706837,0.801893298,37.65632,6.983226,error_analysis_1_11_0,3.253903333333333,26.917153358447305,22276,342,323,0.984879,0.985707,0.985292
compression_1_12_0,fqzcomp_-Q_3,0.577620961,52.277103,0.826227259,36.54727,7.269091,error_analysis_1_12_0,7.154251587301587,23.495557741206376,22055,82,544,0.996295,0.975928,0.986006
compression_1_13_0,fqzcomp_-Q_5,0.55346731,54.558508,0.719615871,41.961763,7.969439,error_analysis_1_13_0,19.825806825396825,19.068891123819093,21478,1228,1121,0.945917,0.950396,0.94815
compression_1_7_0,spring_-c_-l_-q_qvz_1,54.181066601,0.557322,0.811335057,37.218102,6.428496,error_analysis_1_7_0,5.057870079365079,25.00152313151592,22534,1972,65,0.919529,0.997123,0.956754
compression_1_8_0,spring_-c_-l_-q_qvz_2,56.636075553,0.533164,0.851798153,35.450125,5.196818,error_analysis_1_8_0,0.3821383333333333,36.21899377524148,22518,171,81,0.992463,0.996415,0.994435
compression_1_9_0,spring_-c_-l_-q_qvz_4,59.403825194,0.508323,0.813520023,37.118141,4.908105,error_analysis_1_9_0,0.0,inf,22599,0,0,1.0,1.0,1.0
