job_id_x,Compressor_Name,Compression_Time,Compression_Throughput,Decompression_Time,Decompression_Throughput,Ratio,job_id_y,MSE_v3,PSNR_v3,True_Positives(TP),False_Positives(FP),False_Negatives(FN),Precision,Recall,F1_Score
compression_2_0_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.01,0.624252824,25.864975,0.195210833,82.712028,5.836809,error_analysis_2_0_0,0.0,inf,7815,0,0,1.0,1.0,1.0
compression_2_1_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.02,0.505441684,31.944899,0.154110324,104.770943,6.808997,error_analysis_2_1_0,0.1961517647058823,39.11527762983746,7815,10,0,0.998722,1.0,0.99936
compression_2_2_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.05,0.479430531,33.678047,0.148358087,108.83319,7.561093,error_analysis_2_2_0,1.12046,31.54723625657541,7370,25,445,0.996619,0.943058,0.969098
compression_2_3_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.1,0.548879389,29.416816,0.144414281,111.805313,8.786825,error_analysis_2_3_0,3.765917450980392,26.282491866185666,7810,165,5,0.97931,0.99936,0.989233
compression_2_4_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.3,0.46302747,34.871114,0.113778856,141.909354,9.484257,error_analysis_2_4_0,10.713293921568628,21.74196962615662,7377,252,438,0.966968,0.943953,0.955321
compression_2_5_0,SZ3_-f_-1_{Binary_length}_-M_REL_0.5,0.465987569,34.649602,0.126591726,127.546124,9.896885,error_analysis_2_5_0,10.616337450980392,21.781452680925465,7587,751,228,0.90993,0.970825,0.93939
compression_2_6_0,spring_-c_-l_-q_ill_bin,0.820720378,19.673307,0.683924232,23.608293,8.985758,error_analysis_2_6_0,1.3717798039215687,30.668355780028143,7805,2,10,0.999743,0.99872,0.99923
compression_2_10_0,fqzcomp_-Q_1,0.39835536,40.532362,0.374490515,43.115334,9.301063,error_analysis_2_10_0,0.8949488235294117,32.523217811883256,7791,2,24,0.999743,0.996928,0.998332
compression_2_11_0,fqzcomp_-Q_2,0.343936232,46.945574,0.376291375,42.908993,9.953993,error_analysis_2_11_0,3.3989643137254903,26.72773377776736,7763,9,52,0.998841,0.993346,0.996085
compression_2_12_0,fqzcomp_-Q_3,0.310942268,51.926951,0.328108788,49.210154,10.264675,error_analysis_2_12_0,7.613531568627451,23.2253382982802,7699,47,116,0.993932,0.985156,0.989524
compression_2_13_0,fqzcomp_-Q_5,0.294358003,54.852539,0.381041488,42.374083,10.650274,error_analysis_2_13_0,21.36164137254902,18.74485362967302,3375,7,4440,0.99793,0.431861,0.602839
compression_2_7_0,spring_-c_-l_-q_qvz_1,20.999615976,0.768884,0.625212941,25.825255,8.14473,error_analysis_2_7_0,1.2873835294117648,30.94412034124697,7798,128,17,0.98385,0.997824,0.990787
compression_2_8_0,spring_-c_-l_-q_qvz_2,22.124690278,0.729785,0.574218074,28.118731,7.283612,error_analysis_2_8_0,0.1316280392156862,40.84771570736922,7810,3,5,0.999616,0.99936,0.999487
compression_2_9_0,spring_-c_-l_-q_qvz_4,25.667394464,0.629058,0.561141014,28.774022,7.188608,error_analysis_2_9_0,1.0392156862745098e-05,81.87414289153071,7815,0,0,1.0,1.0,1.0
